student_id,name,IQ,college_name,CGPA,internship_completion,placement
1008,Sophia,104.0,Tech Valley University,2.4,No,Not Placed
1009,Sara,123.0,Punjab Institute,2.27,Yes,Not Placed
1010,Ali,121.0,Tech Valley University,2.11,No,Not Placed
1011,Liam,,Tech Valley University,3.74,Yes,Placed
1012,Hassan,111.0,City College,2.59,Yes,Placed
1013,Noah,109.0,Global College,2.0,Yes,Not Placed
1014,Liam,83.0,National University,2.45,Yes,Not Placed
1015,Fatima,101.0,Global College,2.68,No,Not Placed
1016,Liam,116.0,Punjab Institute,3.98,Yes,Placed
1017,Sophia,123.0,Global College,3.05,Yes,Placed
1018,Zara,89.0,Punjab Institute,2.41,Yes,Not Placed
1019,Liam,108.0,Punjab Institute,2.67,No,Not Placed
1020,Sophia,102.0,National University,2.66,Yes,Not Placed
1021,Omar,98.0,City College,2.04,No,Not Placed
1022,Liam,105.0,National University,2.27,Yes,Placed
1023,Fatima,103.0,Global College,3.39,Yes,Placed
1024,Ali,108.0,Punjab Institute,2.24,Yes,Placed
1025,Ravi,122.0,Tech Valley University,2.46,No,Not Placed
1026,Mia,112.0,Tech Valley University,2.7,No,Placed
1027,Mia,105.0,Punjab Institute,3.52,Yes,Placed
1028,Liam,128.0,National University,3.16,Yes,Not Placed
1029,Ravi,117.0,City College,3.38,No,Placed
1030,Emily,,National University,3.13,Yes,Not Placed
1031,Omar,82.0,Punjab Institute,3.37,Yes,Placed
1032,Mia,85.0,Punjab Institute,2.01,Yes,Not Placed
1033,Noah,114.0,City College,3.86,Yes,Placed
1034,Ali,91.0,Global College,2.22,Yes,Placed
1035,Neha,85.0,Global College,2.81,Yes,Not Placed
1036,Mia,89.0,City College,3.54,Yes,Placed
1037,Daniel,90.0,Global College,2.87,No,Not Placed
1038,Noah,113.0,Tech Valley University,3.89,Yes,Placed
1039,Ahmed,98.0,Global College,2.94,No,Not Placed
1040,Liam,79.0,Global College,3.75,Yes,Not Placed
1041,Noah,100.0,Global College,3.62,No,Placed
1042,Sara,103.0,Tech Valley University,3.96,Yes,Placed
1043,Mia,93.0,Global College,3.85,No,Not Placed
1044,John,117.0,Tech Valley University,3.8,Yes,Placed
1045,Ali,94.0,City College,3.46,No,Placed
1046,Omar,117.0,National University,2.73,Yes,Placed
1047,Fatima,109.0,City College,,Yes,Placed
1048,Nitesh,114.0,National University,3.38,No,Placed
1049,Mohammed,84.0,City College,3.96,Yes,Not Placed
1050,Mohammed,101.0,National University,3.45,,Not Placed
1051,Mia,99.0,National University,3.86,No,Not Placed
1052,Neha,79.0,Punjab Institute,3.61,Yes,Placed
1053,Ahmed,117.0,National University,2.33,Yes,Placed
1054,Ali,88.0,National University,2.5,No,Not Placed
1055,Noah,91.0,Punjab Institute,2.68,,Placed
1056,Fatima,85.0,Global College,2.34,No,Not Placed
1057,Omar,111.0,Global College,3.16,Yes,Placed
1058,Ali,77.0,Punjab Institute,3.95,No,Not Placed
1059,Nitesh,109.0,Tech Valley University,3.52,Yes,Placed
1060,Omar,116.0,National University,2.85,No,Placed
1061,Daniel,108.0,National University,2.01,Yes,Not Placed
1062,Areeb,111.0,Punjab Institute,2.63,Yes,Not Placed
1063,Nitesh,111.0,Punjab Institute,3.05,No,Placed
1064,Mia,86.0,Tech Valley University,2.65,Yes,Not Placed
1065,Ali,122.0,Global College,2.22,,Placed
1066,Daniel,93.0,City College,2.89,No,Not Placed
1067,Omar,99.0,Global College,2.51,Yes,Not Placed
1068,Ahmed,95.0,National University,,No,Placed
1069,Nitesh,107.0,Punjab Institute,2.2,Yes,Placed
1070,Neha,92.0,Tech Valley University,2.1,Yes,Not Placed
1071,Neha,101.0,Global College,2.01,,Not Placed
1072,Hassan,81.0,Tech Valley University,2.66,No,Not Placed
1073,Emily,117.0,Global College,3.32,Yes,Placed
1074,John,110.0,National University,3.46,No,Placed
1075,Sophia,96.0,City College,2.91,Yes,Placed
1076,Areeb,93.0,Tech Valley University,3.37,No,Placed
1077,Neha,110.0,Tech Valley University,2.72,Yes,Placed
1078,Emily,89.0,City College,3.34,No,Not Placed
1079,Noah,102.0,Tech Valley University,2.08,,Placed
1080,Fatima,117.0,Tech Valley University,2.78,Yes,Placed
1081,Mohammed,88.0,Global College,3.58,Yes,Placed
1082,Fatima,106.0,Global College,3.61,No,Placed
1083,Ali,105.0,City College,3.43,Yes,Not Placed
1084,Mia,99.0,National University,2.41,No,Not Placed
1085,Emily,92.0,Tech Valley University,2.49,Yes,Not Placed
1086,Mia,118.0,National University,3.99,No,Not Placed
1087,John,91.0,City College,2.21,Yes,Not Placed
1088,Noah,73.0,City College,2.36,Yes,Placed
1089,Ahmed,110.0,Global College,2.26,Yes,Not Placed
1090,Ali,82.0,Tech Valley University,2.66,Yes,Placed
1091,Daniel,110.0,Punjab Institute,2.42,Yes,Placed
1092,Areeb,120.0,City College,3.0,No,Placed
1093,Sophia,109.0,Tech Valley University,2.95,No,Placed
1094,Hassan,116.0,National University,3.8,No,Placed
1095,Mohammed,130.0,Global College,2.07,Yes,Placed
1096,Ahmed,115.0,National University,2.64,Yes,Placed
1097,Nitesh,105.0,City College,3.19,No,Not Placed
1098,Sofia,125.0,City College,3.21,Yes,Placed
1099,Sophia,126.0,National University,2.96,No,Not Placed
1100,Areeb,127.0,City College,3.63,Yes,Not Placed
1101,Areeb,93.0,Tech Valley University,2.13,No,Not Placed
1102,Sara,80.0,City College,3.63,Yes,Placed
1103,Zara,92.0,Global College,2.99,No,Not Placed
1104,Ahmed,111.0,Tech Valley University,2.27,Yes,Placed
1105,Sofia,102.0,Punjab Institute,3.77,No,Placed
1106,Nitesh,97.0,City College,3.3,Yes,Not Placed
1107,Sophia,108.0,City College,2.33,No,Not Placed
1108,Sofia,78.0,Global College,2.07,,Not Placed
1109,Liam,102.0,Global College,2.28,Yes,Placed
1110,Mohammed,117.0,National University,3.22,Yes,Not Placed
1111,Neha,108.0,National University,2.36,Yes,Placed
1112,Liam,110.0,National University,2.45,Yes,Placed
1113,Noah,124.0,Global College,2.05,Yes,Placed
1114,Mia,99.0,National University,3.45,Yes,Placed
1115,Liam,90.0,National University,3.62,Yes,Not Placed
1116,Neha,118.0,Punjab Institute,3.59,No,Not Placed
1117,Zara,118.0,National University,2.26,,Not Placed
1118,Omar,108.0,City College,3.81,Yes,Placed
1119,Ahmed,98.0,Global College,3.34,No,Not Placed
1120,Ravi,100.0,Tech Valley University,3.8,No,Not Placed
1121,Fatima,81.0,Punjab Institute,2.89,Yes,Placed
1122,Zara,117.0,Global College,2.87,Yes,Not Placed
1123,Hassan,116.0,Global College,3.57,Yes,Not Placed
1124,Neha,80.0,City College,2.19,No,Not Placed
1125,John,113.0,National University,3.04,No,Placed
1126,Ravi,106.0,City College,3.67,Yes,Placed
1127,Ahmed,85.0,National University,3.66,No,Not Placed
1128,Areeb,82.0,National University,3.91,Yes,Placed
1129,Hassan,106.0,Global College,,Yes,Not Placed
1130,Sara,94.0,National University,2.42,No,Not Placed
1131,Noah,127.0,Punjab Institute,2.04,No,Not Placed
1132,Mohammed,114.0,Punjab Institute,2.96,Yes,Placed
1133,John,107.0,Punjab Institute,3.03,Yes,Not Placed
1134,Zara,108.0,Global College,2.48,No,Not Placed
1135,Sara,120.0,City College,2.25,Yes,Placed
1136,Ahmed,113.0,Tech Valley University,3.17,No,Placed
1137,Liam,107.0,National University,3.53,Yes,Placed
1138,Areeb,85.0,Tech Valley University,3.99,Yes,Placed
1139,Sara,146.0,City College,3.52,Yes,Placed
1140,Sofia,83.0,City College,3.59,Yes,Placed
1141,Mohammed,95.0,Global College,3.23,No,Placed
1142,Sara,75.0,Punjab Institute,3.97,Yes,Placed
1143,Omar,108.0,Punjab Institute,3.28,,Not Placed
1144,Ahmed,102.0,City College,3.72,Yes,Placed
1145,Sofia,111.0,Global College,3.89,Yes,Placed
1146,Ravi,74.0,Global College,3.86,No,Placed
1147,Fatima,117.0,National University,2.76,No,Not Placed
1148,Mohammed,88.0,Punjab Institute,2.16,Yes,Placed
1149,Ravi,98.0,City College,2.34,No,Not Placed
1150,Liam,114.0,Tech Valley University,2.12,No,Not Placed
1151,Neha,104.0,Punjab Institute,2.21,No,Not Placed
1152,Ahmed,105.0,National University,2.37,,Placed
1153,Hassan,112.0,Global College,2.68,Yes,Not Placed
1154,Ali,106.0,City College,3.09,Yes,Not Placed
1155,Mia,95.0,Punjab Institute,3.42,No,Placed
1156,John,98.0,Tech Valley University,2.42,No,Not Placed
1157,Mia,103.0,National University,3.35,Yes,Placed
1158,Hassan,87.0,National University,3.41,Yes,Placed
1159,Omar,115.0,Punjab Institute,3.12,Yes,Placed
1160,Hassan,104.0,Tech Valley University,3.81,Yes,Not Placed
1161,John,101.0,National University,2.22,No,Not Placed
1162,Liam,118.0,City College,2.35,Yes,Not Placed
1163,Fatima,98.0,National University,2.86,Yes,Not Placed
1164,Omar,97.0,Tech Valley University,2.25,No,Placed
1165,Nitesh,93.0,Global College,3.13,Yes,Placed
1166,Ahmed,105.0,Global College,2.8,No,Not Placed
1167,Daniel,105.0,Punjab Institute,2.57,Yes,Not Placed
1168,Areeb,90.0,Tech Valley University,2.34,Yes,Not Placed
1169,Ali,97.0,National University,2.67,Yes,Not Placed
1170,John,90.0,National University,3.22,No,Placed
1171,Daniel,89.0,Global College,3.15,Yes,Placed
1172,Sophia,74.0,Global College,2.33,Yes,Not Placed
1173,Mia,97.0,City College,2.25,No,Placed
1174,Nitesh,74.0,Global College,2.05,Yes,Not Placed
1175,Sophia,93.0,City College,2.02,Yes,Not Placed
1176,Hassan,91.0,National University,3.76,Yes,Not Placed
1177,Liam,116.0,City College,2.09,Yes,Not Placed
1178,Ravi,85.0,City College,3.46,No,Placed
1179,Hassan,89.0,Punjab Institute,3.74,No,Placed
1180,Ahmed,94.0,Global College,2.2,No,Not Placed
1181,Zara,91.0,City College,2.87,No,Not Placed
1182,Ahmed,121.0,National University,3.92,Yes,Placed
1183,Zara,83.0,Tech Valley University,3.67,No,Not Placed
1184,Zara,94.0,City College,2.98,Yes,Not Placed
1185,Omar,105.0,Global College,3.53,Yes,Placed
1186,Liam,113.0,Punjab Institute,3.67,Yes,Placed
1187,Ali,94.0,National University,2.7,Yes,Not Placed
1188,Hassan,71.0,Punjab Institute,3.78,No,Placed
1189,Omar,98.0,Tech Valley University,2.94,Yes,Not Placed
1190,Mohammed,120.0,City College,3.06,Yes,Placed
1191,Fatima,104.0,City College,4.0,Yes,Placed
1192,Nitesh,104.0,Global College,3.69,Yes,Placed
1193,Nitesh,84.0,City College,2.72,Yes,Placed
1194,Noah,83.0,National University,2.02,No,Not Placed
1195,Areeb,100.0,Tech Valley University,3.25,Yes,Placed
1196,Sofia,79.0,Punjab Institute,3.41,No,Not Placed
1197,Sofia,112.0,Tech Valley University,3.3,Yes,Placed
1198,Mia,87.0,City College,3.94,Yes,Placed
1199,Sara,100.0,Punjab Institute,3.73,No,Placed
1200,Ahmed,72.0,Global College,2.9,No,Not Placed
1201,Sofia,94.0,Tech Valley University,2.13,Yes,Not Placed
1202,Mia,82.0,Punjab Institute,2.95,No,Not Placed
1203,Areeb,65.0,Punjab Institute,3.38,No,Not Placed
1204,Sofia,108.0,Punjab Institute,3.22,No,Not Placed
1205,Liam,125.0,National University,3.08,No,Not Placed
1206,Liam,117.0,Tech Valley University,2.94,No,Placed
1207,Mohammed,110.0,Punjab Institute,2.59,Yes,Not Placed
1208,Liam,94.0,Tech Valley University,2.55,No,Placed
1209,Daniel,112.0,Punjab Institute,3.0,Yes,Not Placed
1210,Sofia,118.0,Global College,2.32,No,Not Placed
1211,Emily,102.0,Global College,,Yes,Placed
1212,Mia,82.0,Global College,2.65,Yes,Not Placed
1213,Omar,93.0,City College,3.17,Yes,Not Placed
1214,Liam,126.0,Punjab Institute,2.13,Yes,Placed
1215,Areeb,99.0,City College,3.66,Yes,Placed
1216,Emily,50.0,Tech Valley University,,Yes,Placed
1217,Sara,78.0,City College,3.34,No,Not Placed
1218,Omar,94.0,Tech Valley University,3.41,,Not Placed
1219,Noah,116.0,Tech Valley University,2.58,Yes,Not Placed
1220,Sofia,96.0,Tech Valley University,2.94,No,Not Placed
1221,Daniel,116.0,City College,3.91,Yes,Placed
1222,Zara,92.0,Punjab Institute,3.53,,Placed
1223,Ravi,71.0,City College,3.94,No,Placed
1224,Daniel,93.0,Punjab Institute,3.49,No,Not Placed
1225,Mohammed,105.0,Punjab Institute,2.35,Yes,Not Placed
1226,Emily,104.0,Tech Valley University,2.13,Yes,Not Placed
1227,Fatima,81.0,City College,3.16,Yes,Not Placed
1228,Liam,95.0,Punjab Institute,2.72,Yes,Not Placed
1229,Fatima,140.0,Global College,2.55,Yes,Placed
1230,Neha,82.0,Punjab Institute,3.61,No,Not Placed
1231,Daniel,110.0,Global College,2.73,No,Not Placed
1232,Fatima,69.0,City College,2.63,No,Not Placed
1233,Zara,113.0,City College,3.7,,Placed
1234,Mia,87.0,City College,3.69,No,Not Placed
1235,Emily,106.0,Punjab Institute,2.71,Yes,Placed
1236,Omar,81.0,National University,3.66,Yes,Placed
1237,Noah,104.0,Punjab Institute,3.7,Yes,Placed
1238,Noah,86.0,Punjab Institute,2.85,No,Not Placed
1239,Sophia,89.0,Tech Valley University,2.13,No,Not Placed
1240,Fatima,107.0,Tech Valley University,2.0,Yes,Placed
1241,Nitesh,94.0,Punjab Institute,3.05,Yes,Not Placed
1242,Noah,106.0,Global College,2.69,Yes,Not Placed
1243,Mohammed,97.0,Tech Valley University,3.99,No,Not Placed
1244,Fatima,101.0,Punjab Institute,3.54,Yes,Placed
1245,Liam,107.0,National University,3.52,Yes,Placed
1246,Neha,95.0,Global College,3.91,No,Placed
1247,Nitesh,85.0,City College,,Yes,Not Placed
1248,Sofia,92.0,Punjab Institute,2.64,Yes,Not Placed
1249,Ravi,118.0,Punjab Institute,2.33,Yes,Not Placed
1250,Ahmed,102.0,Global College,3.49,No,Placed
1251,Nitesh,87.0,Tech Valley University,2.76,Yes,Placed
1252,Areeb,106.0,Tech Valley University,2.95,No,Placed
1253,Hassan,107.0,Tech Valley University,3.26,No,Not Placed
1254,Omar,108.0,City College,3.82,Yes,Placed
1255,Sofia,85.0,Global College,2.84,,Not Placed
1256,Fatima,90.0,Global College,3.57,Yes,Placed
1257,Daniel,90.0,Tech Valley University,2.54,Yes,Not Placed
1258,Liam,95.0,Tech Valley University,3.4,No,Placed
1259,John,108.0,National University,2.0,No,Not Placed
1260,Ravi,104.0,National University,3.74,Yes,Placed
1261,Noah,106.0,Punjab Institute,2.06,Yes,Not Placed
1262,Ali,120.0,Punjab Institute,3.43,Yes,Placed
1263,Emily,110.0,Global College,2.09,Yes,Not Placed
1264,Ravi,98.0,Global College,2.53,Yes,Placed
1265,Mohammed,82.0,City College,2.99,Yes,Placed
1266,Sofia,89.0,City College,2.84,No,Placed
1267,Ahmed,96.0,National University,2.38,Yes,Placed
1268,Nitesh,112.0,Punjab Institute,2.67,Yes,Placed
1269,Mohammed,100.0,National University,3.46,No,Placed
1270,Ahmed,90.0,National University,3.34,Yes,Not Placed
1271,Ravi,89.0,Punjab Institute,2.14,Yes,Not Placed
1272,Ravi,99.0,City College,3.49,Yes,Not Placed
1273,Noah,113.0,Punjab Institute,2.11,Yes,Placed
1274,Nitesh,124.0,Tech Valley University,3.09,No,Placed
1275,Fatima,97.0,Tech Valley University,2.52,No,Placed
1276,Neha,99.0,Tech Valley University,3.18,No,Not Placed
1277,Sophia,82.0,Global College,2.52,No,Not Placed
1278,Liam,129.0,City College,3.97,Yes,Placed
1279,Sofia,79.0,City College,2.62,No,Not Placed
1280,Emily,118.0,Global College,2.48,No,Not Placed
1281,Sofia,95.0,National University,2.56,Yes,Not Placed
1282,Daniel,91.0,Tech Valley University,3.79,Yes,Placed
1283,Mohammed,83.0,Tech Valley University,3.27,Yes,Placed
1284,Fatima,136.0,National University,3.46,Yes,Placed
1285,Sophia,103.0,Punjab Institute,3.84,Yes,Placed
1286,Areeb,100.0,Punjab Institute,3.82,No,Placed
1287,Ali,113.0,City College,3.48,No,Not Placed
1288,Liam,90.0,Global College,2.4,Yes,Not Placed
1289,Nitesh,100.0,City College,3.69,Yes,Placed
1290,Ravi,101.0,Punjab Institute,2.41,No,Not Placed
1291,Neha,92.0,National University,3.49,No,Not Placed
1292,Noah,118.0,City College,3.37,Yes,Placed
1293,John,97.0,Tech Valley University,3.52,No,Placed
1294,Noah,77.0,Tech Valley University,3.07,No,Not Placed
1295,Areeb,95.0,National University,3.28,No,Placed
1296,Emily,104.0,Punjab Institute,3.91,Yes,Placed
1297,Ali,87.0,Tech Valley University,2.2,Yes,Placed
1298,Neha,88.0,Tech Valley University,2.62,No,Not Placed
1299,Daniel,92.0,Global College,3.22,Yes,Placed
1300,Zara,118.0,City College,3.93,No,Placed
1301,Daniel,93.0,Punjab Institute,2.19,Yes,Not Placed
1302,Liam,121.0,City College,2.05,Yes,Placed
1303,John,91.0,Punjab Institute,2.11,Yes,Not Placed
1304,Sofia,105.0,Tech Valley University,2.1,Yes,Placed
1305,Areeb,93.0,Global College,3.82,No,Placed
1306,Areeb,111.0,City College,3.44,Yes,Placed
1307,Hassan,83.0,Tech Valley University,3.35,No,Placed
1308,Sara,111.0,Punjab Institute,3.05,No,Not Placed
1309,Fatima,102.0,City College,3.56,Yes,Placed
1310,Neha,90.0,City College,2.31,No,Not Placed
1311,Hassan,98.0,Tech Valley University,2.78,Yes,Not Placed
1312,Ravi,123.0,City College,2.98,No,Placed
1313,Ahmed,102.0,Global College,2.22,Yes,Not Placed
1314,Fatima,89.0,Global College,2.84,Yes,Not Placed
1315,Sophia,82.0,Tech Valley University,2.63,,Not Placed
1316,John,108.0,Punjab Institute,2.07,,Placed
1317,Omar,103.0,Tech Valley University,2.27,No,Placed
1318,Sophia,110.0,Global College,3.53,Yes,Placed
1319,Mia,78.0,National University,2.04,Yes,Placed
1320,Ravi,82.0,National University,3.87,Yes,Placed
1321,Neha,117.0,City College,2.17,No,Not Placed
1322,Mohammed,105.0,City College,3.6,Yes,Placed
1323,Hassan,108.0,National University,3.8,No,Not Placed
1324,Ahmed,86.0,Global College,3.88,Yes,Placed
1325,Zara,85.0,City College,3.73,Yes,Not Placed
1326,Liam,115.0,Tech Valley University,2.58,No,Placed
1327,Nitesh,116.0,Tech Valley University,2.67,No,Not Placed
1328,Sara,84.0,Global College,2.85,No,Not Placed
1329,Areeb,81.0,City College,2.28,Yes,Not Placed
1330,Areeb,98.0,Tech Valley University,2.04,No,Not Placed
1331,Daniel,88.0,City College,3.74,Yes,Placed
1332,Liam,88.0,City College,3.11,No,Placed
1333,Zara,81.0,Tech Valley University,3.22,Yes,Placed
1334,Nitesh,93.0,National University,3.85,Yes,Placed
1335,Sophia,83.0,Tech Valley University,3.33,Yes,Not Placed
1336,Liam,84.0,Global College,3.38,Yes,Placed
1337,Mohammed,104.0,Punjab Institute,3.57,Yes,Placed
1338,Nitesh,99.0,Tech Valley University,2.23,No,Not Placed
1339,Noah,107.0,City College,2.72,No,Not Placed
1340,Noah,75.0,City College,3.94,No,Placed
1341,Liam,100.0,Tech Valley University,3.85,Yes,Placed
1342,Nitesh,131.0,Punjab Institute,3.77,Yes,Placed
1343,Nitesh,94.0,Tech Valley University,2.9,No,Placed
1344,Sara,112.0,Punjab Institute,3.71,Yes,Placed
1345,Ravi,112.0,Punjab Institute,2.1,Yes,Placed
1346,Daniel,113.0,Global College,2.3,No,Not Placed
1347,Zara,102.0,City College,2.83,Yes,Placed
1348,John,108.0,City College,2.97,Yes,Not Placed
1349,Neha,110.0,Punjab Institute,2.53,No,Not Placed
1350,Areeb,110.0,City College,2.71,Yes,Not Placed
1351,Ahmed,83.0,National University,2.33,No,Placed
1352,Hassan,74.0,Punjab Institute,2.98,Yes,Not Placed
1353,Zara,77.0,City College,3.59,No,Not Placed
1354,Nitesh,96.0,National University,3.32,Yes,Not Placed
1355,Zara,,Global College,2.22,No,Not Placed
1356,Nitesh,83.0,City College,2.98,Yes,Not Placed
1357,Ahmed,114.0,National University,3.4,No,Placed
1358,Sofia,92.0,Tech Valley University,3.06,Yes,Not Placed
1359,Mohammed,93.0,Tech Valley University,2.78,Yes,Placed
1360,Zara,87.0,National University,,No,Placed
1361,Daniel,72.0,Punjab Institute,3.94,Yes,Not Placed
1362,Omar,103.0,Punjab Institute,2.19,Yes,Not Placed
1363,Areeb,126.0,City College,2.78,Yes,Placed
1364,Hassan,99.0,Tech Valley University,2.81,Yes,Not Placed
1365,Ahmed,72.0,Punjab Institute,3.15,Yes,Not Placed
1366,Daniel,112.0,Punjab Institute,2.3,Yes,Placed
1367,Sara,76.0,Tech Valley University,2.35,Yes,Not Placed
1368,Omar,82.0,Global College,2.57,No,Not Placed
1369,Areeb,96.0,Punjab Institute,3.91,Yes,Placed
1370,Emily,102.0,National University,3.47,Yes,Placed
1371,Noah,85.0,City College,3.32,No,Placed
1372,Sara,96.0,Punjab Institute,3.63,No,Placed
1373,Areeb,111.0,Punjab Institute,2.26,,Placed
1374,Emily,113.0,Global College,3.72,Yes,Not Placed
1375,Ravi,119.0,National University,3.19,No,Not Placed
1376,Areeb,129.0,City College,2.67,Yes,Not Placed
1377,Ravi,112.0,Punjab Institute,3.63,Yes,Placed
1378,Liam,97.0,City College,3.61,Yes,Placed
1379,Noah,113.0,Tech Valley University,3.69,No,Not Placed
1380,Omar,107.0,Punjab Institute,2.23,,Not Placed
1381,Ravi,108.0,Punjab Institute,3.94,No,Placed
1382,Mia,103.0,Tech Valley University,3.92,No,Placed
1383,Nitesh,86.0,Global College,2.71,Yes,Not Placed
1384,Omar,85.0,Punjab Institute,2.13,No,Not Placed
1385,Ahmed,99.0,City College,2.33,Yes,Not Placed
1386,Omar,102.0,National University,3.99,Yes,Placed
1387,Ravi,90.0,City College,3.13,Yes,Placed
1388,Ravi,106.0,Global College,2.71,Yes,Not Placed
1389,Ali,131.0,National University,2.58,Yes,Placed
1390,Sara,74.0,City College,2.51,Yes,Placed
1391,Mia,109.0,City College,3.33,Yes,Placed
1392,Emily,99.0,Tech Valley University,2.84,Yes,Not Placed
1393,Omar,107.0,Global College,3.93,Yes,Placed
1394,Ali,94.0,Tech Valley University,3.37,No,Placed
1395,Emily,98.0,National University,3.58,,Placed
1396,Zara,102.0,Tech Valley University,2.59,No,Not Placed
1397,Ravi,95.0,Global College,2.16,Yes,Not Placed
1398,Hassan,77.0,Punjab Institute,2.98,Yes,Placed
1399,Ravi,96.0,Punjab Institute,2.63,Yes,Placed
1400,Mohammed,79.0,National University,2.4,Yes,Not Placed
1401,John,110.0,Punjab Institute,3.91,Yes,Placed
1402,Sara,72.0,Tech Valley University,2.89,,Not Placed
1403,Fatima,115.0,National University,2.35,No,Not Placed
1404,Areeb,106.0,Global College,2.4,No,Not Placed
1405,Hassan,107.0,National University,2.56,Yes,Not Placed
1406,Ravi,68.0,National University,4.0,No,Not Placed
1407,Mia,95.0,City College,2.54,Yes,Not Placed
1408,Mohammed,117.0,City College,2.66,Yes,Placed
1409,Mohammed,92.0,National University,3.32,No,Not Placed
1410,Hassan,84.0,Punjab Institute,2.59,Yes,Placed
1411,Fatima,90.0,City College,2.43,Yes,Not Placed
1412,Noah,99.0,Global College,2.32,Yes,Not Placed
1413,John,87.0,Tech Valley University,2.63,Yes,Placed
1414,Ahmed,119.0,City College,2.21,Yes,Not Placed
1415,Neha,99.0,National University,2.04,Yes,Not Placed
1416,Ravi,92.0,Punjab Institute,3.61,Yes,Placed
1417,Sofia,80.0,Tech Valley University,2.28,Yes,Not Placed
1418,Fatima,107.0,City College,3.55,No,Not Placed
1419,Ahmed,107.0,Punjab Institute,3.6,Yes,Placed
1420,Ravi,88.0,Punjab Institute,3.08,No,Placed
1421,Neha,66.0,Punjab Institute,2.62,No,Not Placed
1422,Liam,106.0,National University,2.29,No,Not Placed
1423,Zara,97.0,Global College,3.47,No,Not Placed
1424,Liam,105.0,Punjab Institute,3.2,Yes,Placed
1425,Omar,129.0,Tech Valley University,3.31,Yes,Placed
1426,Ahmed,100.0,City College,2.02,Yes,Placed
1427,Ravi,92.0,Tech Valley University,3.86,No,Not Placed
1428,Nitesh,83.0,National University,2.13,Yes,Not Placed
1429,Emily,95.0,National University,2.73,Yes,Placed
1430,Sara,102.0,Tech Valley University,2.81,Yes,Placed
1431,Mia,101.0,Global College,2.0,No,Not Placed
1432,Fatima,126.0,National University,2.99,Yes,Placed
1433,Mohammed,107.0,National University,3.51,Yes,Placed
1434,Zara,98.0,Tech Valley University,3.65,Yes,Not Placed
1435,Ahmed,89.0,National University,3.76,No,Placed
1436,Daniel,104.0,Global College,2.98,Yes,Not Placed
1437,Areeb,86.0,Global College,3.26,Yes,Not Placed
1438,John,103.0,Global College,,No,Not Placed
1439,Sophia,107.0,City College,2.98,Yes,Placed
1440,John,97.0,Global College,2.31,No,Not Placed
1441,Noah,91.0,Global College,2.74,Yes,Not Placed
1442,John,67.0,City College,2.66,Yes,Placed
1443,Liam,117.0,Punjab Institute,2.85,No,Not Placed
1444,Sofia,106.0,National University,3.14,,Not Placed
1445,Liam,106.0,Global College,3.81,Yes,Not Placed
1446,Mohammed,77.0,National University,2.79,Yes,Not Placed
1447,Ali,121.0,Tech Valley University,3.96,No,Not Placed
1448,Noah,93.0,National University,3.52,Yes,Not Placed
1449,Noah,96.0,City College,3.02,No,Placed
1450,Neha,84.0,National University,3.29,No,Placed
1451,Daniel,73.0,National University,2.2,Yes,Placed
1452,Sofia,117.0,National University,3.69,No,Placed
1453,John,,Punjab Institute,3.16,Yes,Not Placed
1454,Nitesh,98.0,Punjab Institute,3.97,No,Placed
1455,Sophia,90.0,Tech Valley University,3.27,Yes,Not Placed
1456,Sofia,94.0,City College,3.67,No,Not Placed
1457,Fatima,95.0,National University,3.6,No,Not Placed
1458,Hassan,82.0,National University,2.69,No,Not Placed
1459,Ali,96.0,National University,2.52,No,Placed
1460,Sara,102.0,National University,2.86,Yes,Not Placed
1461,Daniel,115.0,Punjab Institute,2.93,Yes,Placed
1462,Daniel,100.0,Tech Valley University,2.48,No,Not Placed
1463,Mia,76.0,Global College,3.79,No,Placed
1464,Hassan,105.0,City College,3.09,No,Not Placed
1465,Ahmed,96.0,National University,3.96,No,Not Placed
1466,Neha,121.0,Tech Valley University,3.62,Yes,Placed
1467,Ahmed,121.0,Global College,3.11,Yes,Placed
1468,John,122.0,Tech Valley University,3.89,Yes,Placed
1469,Liam,92.0,Punjab Institute,3.01,No,Placed
1470,Nitesh,130.0,Global College,3.77,Yes,Placed
1471,Ravi,105.0,Tech Valley University,2.72,No,Not Placed
1472,Zara,124.0,Punjab Institute,2.76,Yes,Placed
1473,Fatima,92.0,Tech Valley University,2.84,Yes,Placed
1474,Daniel,96.0,Tech Valley University,3.09,Yes,Placed
1475,Hassan,,Global College,3.11,Yes,Placed
1476,Sophia,102.0,Punjab Institute,2.99,No,Placed
1477,Ahmed,119.0,National University,2.61,Yes,Placed
1478,Daniel,97.0,City College,3.85,Yes,Placed
1479,Neha,117.0,Global College,3.18,Yes,Placed
1480,Sophia,111.0,Punjab Institute,2.82,No,Not Placed
1481,Hassan,97.0,Tech Valley University,3.3,No,Not Placed
1482,Nitesh,110.0,Punjab Institute,3.54,Yes,Placed
1483,Liam,93.0,City College,3.92,No,Not Placed
1484,Sofia,135.0,City College,3.0,Yes,Placed
1485,Daniel,60.0,National University,2.22,Yes,Not Placed
1486,Emily,110.0,National University,2.88,No,Not Placed
1487,Areeb,74.0,City College,2.96,Yes,Not Placed
1488,Sophia,97.0,Global College,3.79,,Not Placed
1489,Sara,99.0,Global College,2.79,Yes,Placed
1490,Mia,123.0,Tech Valley University,3.91,No,Placed
1491,Areeb,90.0,National University,2.97,Yes,Not Placed
